Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_000003195.3	Primary Assembly	Un			KV917606.1	Chromosome	NW_018396616.1	unplaced-scaffold	9714			super_590
GCA_000003195.3	Primary Assembly	Un			KV917607.1	Chromosome	NW_018396617.1	unplaced-scaffold	10454			super_600
GCA_000003195.3	Primary Assembly	Un			KV917608.1	Chromosome	NW_018396618.1	unplaced-scaffold	10466			super_604
GCA_000003195.3	Primary Assembly	Un			KV917609.1	Chromosome	NW_018396619.1	unplaced-scaffold	9357			super_617
GCA_000003195.3	Primary Assembly	Un			KV917610.1	Chromosome	NW_018396620.1	unplaced-scaffold	10627			super_629
GCA_000003195.3	Primary Assembly	Un			KV917611.1	Chromosome	NW_018396621.1	unplaced-scaffold	9140			super_631
GCA_000003195.3	Primary Assembly	Un			KV917612.1	Chromosome	NW_018396622.1	unplaced-scaffold	9286			super_633
GCA_000003195.3	Primary Assembly	Un			KV917613.1	Chromosome	NW_018396623.1	unplaced-scaffold	9306			super_634
GCA_000003195.3	Primary Assembly	Un			KV917614.1	Chromosome	NW_018396624.1	unplaced-scaffold	9309			super_635
GCA_000003195.3	Primary Assembly	Un			KV917615.1	Chromosome	NW_018396625.1	unplaced-scaffold	9088			super_637
GCA_000003195.3	Primary Assembly	Un			KV917616.1	Chromosome	NW_018396626.1	unplaced-scaffold	9474			super_638
GCA_000003195.3	Primary Assembly	Un			KV917617.1	Chromosome	NW_018396627.1	unplaced-scaffold	9072			super_640
GCA_000003195.3	Primary Assembly	Un			KV917618.1	Chromosome	NW_018396628.1	unplaced-scaffold	9071			super_642
GCA_000003195.3	Primary Assembly	Un			KV917619.1	Chromosome	NW_018396629.1	unplaced-scaffold	9007			super_647
GCA_000003195.3	Primary Assembly	Un			KV917620.1	Chromosome	NW_018396630.1	unplaced-scaffold	9105			super_649
GCA_000003195.3	Primary Assembly	Un			KV917621.1	Chromosome	NW_018396631.1	unplaced-scaffold	8979			super_652
GCA_000003195.3	Primary Assembly	Un			KV917622.1	Chromosome	NW_018396632.1	unplaced-scaffold	8963			super_653
GCA_000003195.3	Primary Assembly	Un			KV917623.1	Chromosome	NW_018396633.1	unplaced-scaffold	8946			super_655
GCA_000003195.3	Primary Assembly	Un			KV917624.1	Chromosome	NW_018396634.1	unplaced-scaffold	8895			super_659
GCA_000003195.3	Primary Assembly	Un			KV917625.1	Chromosome	NW_018396635.1	unplaced-scaffold	8889			super_660
GCA_000003195.3	Primary Assembly	Un			KV917626.1	Chromosome	NW_018396636.1	unplaced-scaffold	8830			super_663
GCA_000003195.3	Primary Assembly	Un			KV917627.1	Chromosome	NW_018396637.1	unplaced-scaffold	9894			super_666
GCA_000003195.3	Primary Assembly	Un			KV917628.1	Chromosome	NW_018396638.1	unplaced-scaffold	8782			super_670
GCA_000003195.3	Primary Assembly	Un			KV917629.1	Chromosome	NW_018396639.1	unplaced-scaffold	8743			super_680
GCA_000003195.3	Primary Assembly	Un			KV917630.1	Chromosome	NW_018396640.1	unplaced-scaffold	8438			super_700
GCA_000003195.3	Primary Assembly	Un			KV917631.1	Chromosome	NW_018396641.1	unplaced-scaffold	8398			super_707
GCA_000003195.3	Primary Assembly	Un			KV917632.1	Chromosome	NW_018396642.1	unplaced-scaffold	8395			super_708
GCA_000003195.3	Primary Assembly	Un			KV917633.1	Chromosome	NW_018396643.1	unplaced-scaffold	9807			super_710
GCA_000003195.3	Primary Assembly	Un			KV917634.1	Chromosome	NW_018396644.1	unplaced-scaffold	8128			super_729
GCA_000003195.3	Primary Assembly	Un			KV917635.1	Chromosome	NW_018396645.1	unplaced-scaffold	8124			super_731
GCA_000003195.3	Primary Assembly	Un			KV917636.1	Chromosome	NW_018396646.1	unplaced-scaffold	8110			super_734
GCA_000003195.3	Primary Assembly	Un			KV917637.1	Chromosome	NW_018396647.1	unplaced-scaffold	7909			super_747
GCA_000003195.3	Primary Assembly	Un			KV917638.1	Chromosome	NW_018396648.1	unplaced-scaffold	7780			super_758
GCA_000003195.3	Primary Assembly	Un			KV917639.1	Chromosome	NW_018396649.1	unplaced-scaffold	7768			super_761
GCA_000003195.3	Primary Assembly	Un			KV917640.1	Chromosome	NW_018396650.1	unplaced-scaffold	7698			super_768
GCA_000003195.3	Primary Assembly	Un			KV917641.1	Chromosome	NW_018396651.1	unplaced-scaffold	7601			super_779
GCA_000003195.3	Primary Assembly	Un			KV917642.1	Chromosome	NW_018396652.1	unplaced-scaffold	7546			super_787
GCA_000003195.3	Primary Assembly	Un			KV917643.1	Chromosome	NW_018396653.1	unplaced-scaffold	9128			super_790
GCA_000003195.3	Primary Assembly	Un			KV917644.1	Chromosome	NW_018396654.1	unplaced-scaffold	7383			super_797
GCA_000003195.3	Primary Assembly	Un			KV917645.1	Chromosome	NW_018396655.1	unplaced-scaffold	7358			super_801
GCA_000003195.3	Primary Assembly	Un			KV917646.1	Chromosome	NW_018396656.1	unplaced-scaffold	7358			super_802
GCA_000003195.3	Primary Assembly	Un			KV917647.1	Chromosome	NW_018396657.1	unplaced-scaffold	7662			super_811
GCA_000003195.3	Primary Assembly	Un			KV917648.1	Chromosome	NW_018396658.1	unplaced-scaffold	7592			super_814
GCA_000003195.3	Primary Assembly	Un			KV917649.1	Chromosome	NW_018396659.1	unplaced-scaffold	7217			super_826
GCA_000003195.3	Primary Assembly	Un			KV917650.1	Chromosome	NW_018396660.1	unplaced-scaffold	7560			super_835
GCA_000003195.3	Primary Assembly	Un			KV917651.1	Chromosome	NW_018396661.1	unplaced-scaffold	7113			super_836
GCA_000003195.3	Primary Assembly	Un			KV917652.1	Chromosome	NW_018396662.1	unplaced-scaffold	7071			super_841
GCA_000003195.3	Primary Assembly	Un			KV917653.1	Chromosome	NW_018396663.1	unplaced-scaffold	7002			super_850
GCA_000003195.3	Primary Assembly	Un			KV917654.1	Chromosome	NW_018396664.1	unplaced-scaffold	6995			super_851
GCA_000003195.3	Primary Assembly	Un			KV917655.1	Chromosome	NW_018396665.1	unplaced-scaffold	6978			super_852
GCA_000003195.3	Primary Assembly	Un			KV917656.1	Chromosome	NW_018396666.1	unplaced-scaffold	6953			super_855
GCA_000003195.3	Primary Assembly	Un			KV917657.1	Chromosome	NW_018396667.1	unplaced-scaffold	6909			super_861
GCA_000003195.3	Primary Assembly	Un			KV917658.1	Chromosome	NW_018396668.1	unplaced-scaffold	6902			super_862
GCA_000003195.3	Primary Assembly	Un			KV917659.1	Chromosome	NW_018396669.1	unplaced-scaffold	6769			super_879
GCA_000003195.3	Primary Assembly	Un			KV917660.1	Chromosome	NW_018396670.1	unplaced-scaffold	6730			super_887
GCA_000003195.3	Primary Assembly	Un			KV917661.1	Chromosome	NW_018396671.1	unplaced-scaffold	6706			super_891
GCA_000003195.3	Primary Assembly	Un			KV917662.1	Chromosome	NW_018396672.1	unplaced-scaffold	6689			super_893
GCA_000003195.3	Primary Assembly	Un			KV917663.1	Chromosome	NW_018396673.1	unplaced-scaffold	6677			super_896
GCA_000003195.3	Primary Assembly	Un			KV917664.1	Chromosome	NW_018396674.1	unplaced-scaffold	6556			super_912
GCA_000003195.3	Primary Assembly	Un			KV917665.1	Chromosome	NW_018396675.1	unplaced-scaffold	6606			super_926
GCA_000003195.3	Primary Assembly	Un			KV917666.1	Chromosome	NW_018396676.1	unplaced-scaffold	6392			super_932
GCA_000003195.3	Primary Assembly	Un			KV917667.1	Chromosome	NW_018396677.1	unplaced-scaffold	6382			super_935
GCA_000003195.3	Primary Assembly	Un			KV917668.1	Chromosome	NW_018396678.1	unplaced-scaffold	7004			super_945
GCA_000003195.3	Primary Assembly	Un			KV917669.1	Chromosome	NW_018396679.1	unplaced-scaffold	6503			super_947
GCA_000003195.3	Primary Assembly	Un			KV917670.1	Chromosome	NW_018396680.1	unplaced-scaffold	6592			super_953
GCA_000003195.3	Primary Assembly	Un			KV917671.1	Chromosome	NW_018396681.1	unplaced-scaffold	6094			super_971
GCA_000003195.3	Primary Assembly	Un			KV917672.1	Chromosome	NW_018396682.1	unplaced-scaffold	6014			super_979
GCA_000003195.3	Primary Assembly	Un			KV917673.1	Chromosome	NW_018396683.1	unplaced-scaffold	5980			super_984
GCA_000003195.3	Primary Assembly	Un			KV917674.1	Chromosome	NW_018396684.1	unplaced-scaffold	5961			super_991
GCA_000003195.3	Primary Assembly	Un			KV917675.1	Chromosome	NW_018396685.1	unplaced-scaffold	5953			super_1009
GCA_000003195.3	Primary Assembly	Un			KV917676.1	Chromosome	NW_018396686.1	unplaced-scaffold	6073			super_1015
GCA_000003195.3	Primary Assembly	Un			KV917677.1	Chromosome	NW_018396687.1	unplaced-scaffold	5803			super_1023
GCA_000003195.3	Primary Assembly	Un			KV917678.1	Chromosome	NW_018396688.1	unplaced-scaffold	5783			super_1028
GCA_000003195.3	Primary Assembly	Un			KV917679.1	Chromosome	NW_018396689.1	unplaced-scaffold	5771			super_1031
GCA_000003195.3	Primary Assembly	Un			KV917680.1	Chromosome	NW_018396690.1	unplaced-scaffold	5751			super_1032
GCA_000003195.3	Primary Assembly	Un			KV917681.1	Chromosome	NW_018396691.1	unplaced-scaffold	5667			super_1046
GCA_000003195.3	Primary Assembly	Un			KV917682.1	Chromosome	NW_018396692.1	unplaced-scaffold	6239			super_1049
GCA_000003195.3	Primary Assembly	Un			KV917683.1	Chromosome	NW_018396693.1	unplaced-scaffold	5609			super_1053
GCA_000003195.3	Primary Assembly	Un			KV917684.1	Chromosome	NW_018396694.1	unplaced-scaffold	5594			super_1055
GCA_000003195.3	Primary Assembly	Un			KV917685.1	Chromosome	NW_018396695.1	unplaced-scaffold	5590			super_1058
GCA_000003195.3	Primary Assembly	Un			KV917686.1	Chromosome	NW_018396696.1	unplaced-scaffold	5540			super_1062
GCA_000003195.3	Primary Assembly	Un			KV917687.1	Chromosome	NW_018396697.1	unplaced-scaffold	5616			super_1068
GCA_000003195.3	Primary Assembly	Un			KV917688.1	Chromosome	NW_018396698.1	unplaced-scaffold	5486			super_1075
GCA_000003195.3	Primary Assembly	Un			KV917689.1	Chromosome	NW_018396699.1	unplaced-scaffold	5543			super_1087
GCA_000003195.3	Primary Assembly	Un			KV917690.1	Chromosome	NW_018396700.1	unplaced-scaffold	5430			super_1091
GCA_000003195.3	Primary Assembly	Un			KV917691.1	Chromosome	NW_018396701.1	unplaced-scaffold	6879			super_1097
GCA_000003195.3	Primary Assembly	Un			KV917692.1	Chromosome	NW_018396702.1	unplaced-scaffold	5406			super_1100
GCA_000003195.3	Primary Assembly	Un			KV917693.1	Chromosome	NW_018396703.1	unplaced-scaffold	5403			super_1102
GCA_000003195.3	Primary Assembly	Un			KV917694.1	Chromosome	NW_018396704.1	unplaced-scaffold	5366			super_1111
GCA_000003195.3	Primary Assembly	Un			KV917695.1	Chromosome	NW_018396705.1	unplaced-scaffold	5697			super_1121
GCA_000003195.3	Primary Assembly	Un			KV917696.1	Chromosome	NW_018396706.1	unplaced-scaffold	5473			super_1124
GCA_000003195.3	Primary Assembly	Un			KV917697.1	Chromosome	NW_018396707.1	unplaced-scaffold	6113			super_1126
GCA_000003195.3	Primary Assembly	Un			KV917698.1	Chromosome	NW_018396708.1	unplaced-scaffold	5883			super_1137
GCA_000003195.3	Primary Assembly	Un			KV917699.1	Chromosome	NW_018396709.1	unplaced-scaffold	5255			super_1141
GCA_000003195.3	Primary Assembly	Un			KV917700.1	Chromosome	NW_018396710.1	unplaced-scaffold	4911			super_1157
GCA_000003195.3	Primary Assembly	Un			KV917701.1	Chromosome	NW_018396711.1	unplaced-scaffold	5179			super_1163
GCA_000003195.3	Primary Assembly	Un			KV917702.1	Chromosome	NW_018396712.1	unplaced-scaffold	5272			super_1165
GCA_000003195.3	Primary Assembly	Un			KV917703.1	Chromosome	NW_018396713.1	unplaced-scaffold	7132			super_1169
GCA_000003195.3	Primary Assembly	Un			KV917704.1	Chromosome	NW_018396714.1	unplaced-scaffold	5151			super_1170
GCA_000003195.3	Primary Assembly	Un			KV917705.1	Chromosome	NW_018396715.1	unplaced-scaffold	5133			super_1174
GCA_000003195.3	Primary Assembly	Un			KV917706.1	Chromosome	NW_018396716.1	unplaced-scaffold	5118			super_1175
GCA_000003195.3	Primary Assembly	Un			KV917707.1	Chromosome	NW_018396717.1	unplaced-scaffold	5094			super_1181
GCA_000003195.3	Primary Assembly	Un			KV917708.1	Chromosome	NW_018396718.1	unplaced-scaffold	5087			super_1183
GCA_000003195.3	Primary Assembly	Un			KV917709.1	Chromosome	NW_018396719.1	unplaced-scaffold	5121			super_1206
GCA_000003195.3	Primary Assembly	Un			KV917710.1	Chromosome	NW_018396720.1	unplaced-scaffold	5018			super_1207
GCA_000003195.3	Primary Assembly	Un			KV917711.1	Chromosome	NW_018396721.1	unplaced-scaffold	5004			super_1210
GCA_000003195.3	Primary Assembly	Un			KV917712.1	Chromosome	NW_018396722.1	unplaced-scaffold	4987			super_1214
GCA_000003195.3	Primary Assembly	Un			KV917713.1	Chromosome	NW_018396723.1	unplaced-scaffold	4943			super_1219
GCA_000003195.3	Primary Assembly	Un			KV917714.1	Chromosome	NW_018396724.1	unplaced-scaffold	4925			super_1227
GCA_000003195.3	Primary Assembly	Un			KV917715.1	Chromosome	NW_018396725.1	unplaced-scaffold	5445			super_1228
GCA_000003195.3	Primary Assembly	Un			KV917716.1	Chromosome	NW_018396726.1	unplaced-scaffold	4923			super_1229
GCA_000003195.3	Primary Assembly	Un			KV917717.1	Chromosome	NW_018396727.1	unplaced-scaffold	4901			super_1234
GCA_000003195.3	Primary Assembly	Un			KV917718.1	Chromosome	NW_018396728.1	unplaced-scaffold	4871			super_1243
GCA_000003195.3	Primary Assembly	Un			KV917719.1	Chromosome	NW_018396729.1	unplaced-scaffold	4865			super_1247
GCA_000003195.3	Primary Assembly	Un			KV917720.1	Chromosome	NW_018396730.1	unplaced-scaffold	5730			super_1249
GCA_000003195.3	Primary Assembly	Un			KV917721.1	Chromosome	NW_018396731.1	unplaced-scaffold	4849			super_1252
GCA_000003195.3	Primary Assembly	Un			KV917722.1	Chromosome	NW_018396732.1	unplaced-scaffold	4847			super_1253
GCA_000003195.3	Primary Assembly	Un			KV917723.1	Chromosome	NW_018396733.1	unplaced-scaffold	4833			super_1257
GCA_000003195.3	Primary Assembly	Un			KV917724.1	Chromosome	NW_018396734.1	unplaced-scaffold	4830			super_1259
GCA_000003195.3	Primary Assembly	Un			KV917725.1	Chromosome	NW_018396735.1	unplaced-scaffold	4827			super_1261
GCA_000003195.3	Primary Assembly	Un			KV917726.1	Chromosome	NW_018396736.1	unplaced-scaffold	4909			super_1265
GCA_000003195.3	Primary Assembly	Un			KV917727.1	Chromosome	NW_018396737.1	unplaced-scaffold	4803			super_1270
GCA_000003195.3	Primary Assembly	Un			KV917728.1	Chromosome	NW_018396738.1	unplaced-scaffold	4793			super_1271
GCA_000003195.3	Primary Assembly	Un			KV917729.1	Chromosome	NW_018396739.1	unplaced-scaffold	4779			super_1275
GCA_000003195.3	Primary Assembly	Un			KV917730.1	Chromosome	NW_018396740.1	unplaced-scaffold	4762			super_1277
GCA_000003195.3	Primary Assembly	Un			KV917731.1	Chromosome	NW_018396741.1	unplaced-scaffold	4750			super_1283
GCA_000003195.3	Primary Assembly	Un			KV917732.1	Chromosome	NW_018396742.1	unplaced-scaffold	4746			super_1287
GCA_000003195.3	Primary Assembly	Un			KV917733.1	Chromosome	NW_018396743.1	unplaced-scaffold	4697			super_1301
GCA_000003195.3	Primary Assembly	Un			KV917734.1	Chromosome	NW_018396744.1	unplaced-scaffold	4883			super_1302
GCA_000003195.3	Primary Assembly	Un			KV917735.1	Chromosome	NW_018396745.1	unplaced-scaffold	4688			super_1305
GCA_000003195.3	Primary Assembly	Un			KV917736.1	Chromosome	NW_018396746.1	unplaced-scaffold	4660			super_1316
GCA_000003195.3	Primary Assembly	Un			KV917737.1	Chromosome	NW_018396747.1	unplaced-scaffold	4659			super_1317
GCA_000003195.3	Primary Assembly	Un			KV917738.1	Chromosome	NW_018396748.1	unplaced-scaffold	4658			super_1318
GCA_000003195.3	Primary Assembly	Un			KV917739.1	Chromosome	NW_018396749.1	unplaced-scaffold	4631			super_1330
GCA_000003195.3	Primary Assembly	Un			KV917740.1	Chromosome	NW_018396750.1	unplaced-scaffold	4615			super_1334
GCA_000003195.3	Primary Assembly	Un			KV917741.1	Chromosome	NW_018396751.1	unplaced-scaffold	4604			super_1340
GCA_000003195.3	Primary Assembly	Un			KV917742.1	Chromosome	NW_018396752.1	unplaced-scaffold	4597			super_1345
GCA_000003195.3	Primary Assembly	Un			KV917743.1	Chromosome	NW_018396753.1	unplaced-scaffold	4579			super_1352
GCA_000003195.3	Primary Assembly	Un			KV917744.1	Chromosome	NW_018396754.1	unplaced-scaffold	4570			super_1355
GCA_000003195.3	Primary Assembly	Un			KV917745.1	Chromosome	NW_018396755.1	unplaced-scaffold	4761			super_1357
GCA_000003195.3	Primary Assembly	Un			KV917746.1	Chromosome	NW_018396756.1	unplaced-scaffold	4555			super_1360
GCA_000003195.3	Primary Assembly	Un			KV917747.1	Chromosome	NW_018396757.1	unplaced-scaffold	4550			super_1364
GCA_000003195.3	Primary Assembly	Un			KV917748.1	Chromosome	NW_018396758.1	unplaced-scaffold	4647			super_1366
GCA_000003195.3	Primary Assembly	Un			KV917749.1	Chromosome	NW_018396759.1	unplaced-scaffold	4509			super_1379
GCA_000003195.3	Primary Assembly	Un			KV917750.1	Chromosome	NW_018396760.1	unplaced-scaffold	4504			super_1384
GCA_000003195.3	Primary Assembly	Un			KV917751.1	Chromosome	NW_018396761.1	unplaced-scaffold	4486			super_1389
GCA_000003195.3	Primary Assembly	Un			KV917752.1	Chromosome	NW_018396762.1	unplaced-scaffold	4484			super_1391
GCA_000003195.3	Primary Assembly	Un			KV917753.1	Chromosome	NW_018396763.1	unplaced-scaffold	4467			super_1394
GCA_000003195.3	Primary Assembly	Un			KV917754.1	Chromosome	NW_018396764.1	unplaced-scaffold	4461			super_1396
GCA_000003195.3	Primary Assembly	Un			KV917755.1	Chromosome	NW_018396765.1	unplaced-scaffold	4559			super_1397
GCA_000003195.3	Primary Assembly	Un			KV917756.1	Chromosome	NW_018396766.1	unplaced-scaffold	4401			super_1404
GCA_000003195.3	Primary Assembly	Un			KV917757.1	Chromosome	NW_018396767.1	unplaced-scaffold	4431			super_1406
GCA_000003195.3	Primary Assembly	Un			KV917758.1	Chromosome	NW_018396768.1	unplaced-scaffold	4431			super_1407
GCA_000003195.3	Primary Assembly	Un			KV917759.1	Chromosome	NW_018396769.1	unplaced-scaffold	4416			super_1413
GCA_000003195.3	Primary Assembly	Un			KV917760.1	Chromosome	NW_018396770.1	unplaced-scaffold	4406			super_1417
GCA_000003195.3	Primary Assembly	Un			KV917761.1	Chromosome	NW_018396771.1	unplaced-scaffold	4402			super_1420
GCA_000003195.3	Primary Assembly	Un			KV917762.1	Chromosome	NW_018396772.1	unplaced-scaffold	4980			super_1427
GCA_000003195.3	Primary Assembly	Un			KV917763.1	Chromosome	NW_018396773.1	unplaced-scaffold	4380			super_1431
GCA_000003195.3	Primary Assembly	Un			KV917764.1	Chromosome	NW_018396774.1	unplaced-scaffold	4380			super_1432
GCA_000003195.3	Primary Assembly	Un			KV917765.1	Chromosome	NW_018396775.1	unplaced-scaffold	4364			super_1439
GCA_000003195.3	Primary Assembly	Un			KV917766.1	Chromosome	NW_018396776.1	unplaced-scaffold	4488			super_1445
GCA_000003195.3	Primary Assembly	Un			KV917767.1	Chromosome	NW_018396777.1	unplaced-scaffold	4352			super_1448
GCA_000003195.3	Primary Assembly	Un			KV917768.1	Chromosome	NW_018396778.1	unplaced-scaffold	4523			super_1450
GCA_000003195.3	Primary Assembly	Un			KV917769.1	Chromosome	NW_018396779.1	unplaced-scaffold	4339			super_1453
GCA_000003195.3	Primary Assembly	Un			KV917770.1	Chromosome	NW_018396780.1	unplaced-scaffold	4334			super_1457
GCA_000003195.3	Primary Assembly	Un			KV917771.1	Chromosome	NW_018396781.1	unplaced-scaffold	4533			super_1458
GCA_000003195.3	Primary Assembly	Un			KV917772.1	Chromosome	NW_018396782.1	unplaced-scaffold	4564			super_1460
GCA_000003195.3	Primary Assembly	Un			KV917773.1	Chromosome	NW_018396783.1	unplaced-scaffold	4407			super_1473
GCA_000003195.3	Primary Assembly	Un			KV917774.1	Chromosome	NW_018396784.1	unplaced-scaffold	4299			super_1475
GCA_000003195.3	Primary Assembly	Un			KV917775.1	Chromosome	NW_018396785.1	unplaced-scaffold	4287			super_1481
GCA_000003195.3	Primary Assembly	Un			KV917776.1	Chromosome	NW_018396786.1	unplaced-scaffold	4271			super_1489
GCA_000003195.3	Primary Assembly	Un			KV917777.1	Chromosome	NW_018396787.1	unplaced-scaffold	4254			super_1495
GCA_000003195.3	Primary Assembly	Un			KV917778.1	Chromosome	NW_018396788.1	unplaced-scaffold	4247			super_1497
GCA_000003195.3	Primary Assembly	Un			KV917779.1	Chromosome	NW_018396789.1	unplaced-scaffold	4239			super_1501
GCA_000003195.3	Primary Assembly	Un			KV917780.1	Chromosome	NW_018396790.1	unplaced-scaffold	4220			super_1511
GCA_000003195.3	Primary Assembly	Un			KV917781.1	Chromosome	NW_018396791.1	unplaced-scaffold	4413			super_1520
GCA_000003195.3	Primary Assembly	Un			KV917782.1	Chromosome	NW_018396792.1	unplaced-scaffold	4207			super_1522
GCA_000003195.3	Primary Assembly	Un			KV917783.1	Chromosome	NW_018396793.1	unplaced-scaffold	4352			super_1528
GCA_000003195.3	Primary Assembly	Un			KV917784.1	Chromosome	NW_018396794.1	unplaced-scaffold	4397			super_1529
GCA_000003195.3	Primary Assembly	Un			KV917785.1	Chromosome	NW_018396795.1	unplaced-scaffold	4192			super_1531
GCA_000003195.3	Primary Assembly	Un			KV917786.1	Chromosome	NW_018396796.1	unplaced-scaffold	4290			super_1532
GCA_000003195.3	Primary Assembly	Un			KV917787.1	Chromosome	NW_018396797.1	unplaced-scaffold	4186			super_1534
GCA_000003195.3	Primary Assembly	Un			KV917788.1	Chromosome	NW_018396798.1	unplaced-scaffold	4184			super_1539
GCA_000003195.3	Primary Assembly	Un			KV917789.1	Chromosome	NW_018396799.1	unplaced-scaffold	4169			super_1543
GCA_000003195.3	Primary Assembly	Un			KV917790.1	Chromosome	NW_018396800.1	unplaced-scaffold	4168			super_1544
GCA_000003195.3	Primary Assembly	Un			KV917791.1	Chromosome	NW_018396801.1	unplaced-scaffold	4165			super_1546
GCA_000003195.3	Primary Assembly	Un			KV917792.1	Chromosome	NW_018396802.1	unplaced-scaffold	4164			super_1547
GCA_000003195.3	Primary Assembly	Un			KV917793.1	Chromosome	NW_018396803.1	unplaced-scaffold	4153			super_1552
GCA_000003195.3	Primary Assembly	Un			KV917794.1	Chromosome	NW_018396804.1	unplaced-scaffold	4150			super_1555
GCA_000003195.3	Primary Assembly	Un			KV917795.1	Chromosome	NW_018396805.1	unplaced-scaffold	4149			super_1557
GCA_000003195.3	Primary Assembly	Un			KV917796.1	Chromosome	NW_018396806.1	unplaced-scaffold	4248			super_1558
GCA_000003195.3	Primary Assembly	Un			KV917797.1	Chromosome	NW_018396807.1	unplaced-scaffold	4335			super_1559
GCA_000003195.3	Primary Assembly	Un			KV917798.1	Chromosome	NW_018396808.1	unplaced-scaffold	4141			super_1561
GCA_000003195.3	Primary Assembly	Un			KV917799.1	Chromosome	NW_018396809.1	unplaced-scaffold	4124			super_1567
GCA_000003195.3	Primary Assembly	Un			KV917800.1	Chromosome	NW_018396810.1	unplaced-scaffold	4116			super_1571
GCA_000003195.3	Primary Assembly	Un			KV917801.1	Chromosome	NW_018396811.1	unplaced-scaffold	4214			super_1575
GCA_000003195.3	Primary Assembly	Un			KV917802.1	Chromosome	NW_018396812.1	unplaced-scaffold	4204			super_1584
GCA_000003195.3	Primary Assembly	Un			KV917803.1	Chromosome	NW_018396813.1	unplaced-scaffold	4103			super_1585
GCA_000003195.3	Primary Assembly	Un			KV917804.1	Chromosome	NW_018396814.1	unplaced-scaffold	4087			super_1601
GCA_000003195.3	Primary Assembly	Un			KV917805.1	Chromosome	NW_018396815.1	unplaced-scaffold	4087			super_1602
GCA_000003195.3	Primary Assembly	Un			KV917806.1	Chromosome	NW_018396816.1	unplaced-scaffold	4085			super_1604
GCA_000003195.3	Primary Assembly	Un			KV917807.1	Chromosome	NW_018396817.1	unplaced-scaffold	4078			super_1607
GCA_000003195.3	Primary Assembly	Un			KV917808.1	Chromosome	NW_018396818.1	unplaced-scaffold	4078			super_1609
GCA_000003195.3	Primary Assembly	Un			KV917809.1	Chromosome	NW_018396819.1	unplaced-scaffold	4057			super_1619
GCA_000003195.3	Primary Assembly	Un			KV917810.1	Chromosome	NW_018396820.1	unplaced-scaffold	4056			super_1620
GCA_000003195.3	Primary Assembly	Un			KV917811.1	Chromosome	NW_018396821.1	unplaced-scaffold	4045			super_1623
GCA_000003195.3	Primary Assembly	Un			KV917812.1	Chromosome	NW_018396822.1	unplaced-scaffold	4042			super_1624
GCA_000003195.3	Primary Assembly	Un			KV917813.1	Chromosome	NW_018396823.1	unplaced-scaffold	4028			super_1629
GCA_000003195.3	Primary Assembly	Un			KV917814.1	Chromosome	NW_018396824.1	unplaced-scaffold	4124			super_1633
GCA_000003195.3	Primary Assembly	Un			KV917815.1	Chromosome	NW_018396825.1	unplaced-scaffold	4202			super_1636
GCA_000003195.3	Primary Assembly	Un			KV917816.1	Chromosome	NW_018396826.1	unplaced-scaffold	4545			super_1637
GCA_000003195.3	Primary Assembly	Un			KV917817.1	Chromosome	NW_018396827.1	unplaced-scaffold	3993			super_1647
GCA_000003195.3	Primary Assembly	Un			KV917818.1	Chromosome	NW_018396828.1	unplaced-scaffold	4092			super_1650
GCA_000003195.3	Primary Assembly	Un			KV917819.1	Chromosome	NW_018396829.1	unplaced-scaffold	3983			super_1652
GCA_000003195.3	Primary Assembly	Un			KV917820.1	Chromosome	NW_018396830.1	unplaced-scaffold	3978			super_1653
GCA_000003195.3	Primary Assembly	Un			KV917821.1	Chromosome	NW_018396831.1	unplaced-scaffold	3966			super_1659
GCA_000003195.3	Primary Assembly	Un			KV917822.1	Chromosome	NW_018396832.1	unplaced-scaffold	3965			super_1661
GCA_000003195.3	Primary Assembly	Un			KV917823.1	Chromosome	NW_018396833.1	unplaced-scaffold	4169			super_1666
GCA_000003195.3	Primary Assembly	Un			KV917824.1	Chromosome	NW_018396834.1	unplaced-scaffold	3959			super_1668
GCA_000003195.3	Primary Assembly	Un			KV917825.1	Chromosome	NW_018396835.1	unplaced-scaffold	3958			super_1669
GCA_000003195.3	Primary Assembly	Un			KV917826.1	Chromosome	NW_018396836.1	unplaced-scaffold	3951			super_1673
GCA_000003195.3	Primary Assembly	Un			KV917827.1	Chromosome	NW_018396837.1	unplaced-scaffold	3948			super_1676
GCA_000003195.3	Primary Assembly	Un			KV917828.1	Chromosome	NW_018396838.1	unplaced-scaffold	4029			super_1693
GCA_000003195.3	Primary Assembly	Un			KV917829.1	Chromosome	NW_018396839.1	unplaced-scaffold	3915			super_1703
GCA_000003195.3	Primary Assembly	Un			KV917830.1	Chromosome	NW_018396840.1	unplaced-scaffold	3910			super_1706
GCA_000003195.3	Primary Assembly	Un			KV917831.1	Chromosome	NW_018396841.1	unplaced-scaffold	3900			super_1713
GCA_000003195.3	Primary Assembly	Un			KV917832.1	Chromosome	NW_018396842.1	unplaced-scaffold	3897			super_1716
GCA_000003195.3	Primary Assembly	Un			KV917833.1	Chromosome	NW_018396843.1	unplaced-scaffold	3996			super_1717
GCA_000003195.3	Primary Assembly	Un			KV917834.1	Chromosome	NW_018396844.1	unplaced-scaffold	3884			super_1724
