Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_000001215.4	Primary Assembly	Y			DS483725.1	Chromosome	NW_001845014.1	unlocalized-scaffold	13079	chrY_DS483725v1_random	199	211000022280187
GCA_000001215.4	Primary Assembly	Y			DS483742.1	Chromosome	NW_001845031.1	unlocalized-scaffold	11763	chrY_DS483742v1_random	199	211000022279681
GCA_000001215.4	Primary Assembly	Y			DS483778.1	Chromosome	NW_001845067.1	unlocalized-scaffold	5984	chrY_DS483778v1_random	199	211000022278684
GCA_000001215.4	Primary Assembly	Y			DS483788.1	Chromosome	NW_001845077.1	unlocalized-scaffold	5564	chrY_DS483788v1_random	199	211000022280748
GCA_000001215.4	Primary Assembly	Y			DS483790.1	Chromosome	NW_001845079.1	unlocalized-scaffold	5520	chrY_DS483790v1_random	199	211000022279688
GCA_000001215.4	Primary Assembly	Y			DS483875.1	Chromosome	NW_001845164.1	unlocalized-scaffold	4197	chrY_DS483875v1_random	199	211000022280494
GCA_000001215.4	Primary Assembly	Y			DS483889.1	Chromosome	NW_001845178.1	unlocalized-scaffold	4059	chrY_DS483889v1_random	199	211000022280504
GCA_000001215.4	Primary Assembly	Y			DS483931.1	Chromosome	NW_001845220.1	unlocalized-scaffold	3713	chrY_DS483931v1_random	199	211000022280481
GCA_000001215.4	Primary Assembly	Y			DS483959.1	Chromosome	NW_001845248.1	unlocalized-scaffold	3537	chrY_DS483959v1_random	199	211000022278601
GCA_000001215.4	Primary Assembly	Y			DS483966.1	Chromosome	NW_001845255.1	unlocalized-scaffold	3502	chrY_DS483966v1_random	199	211000022279030
GCA_000001215.4	Primary Assembly	Y			DS483967.1	Chromosome	NW_001845256.1	unlocalized-scaffold	3499	chrY_DS483967v1_random	199	211000022279468
GCA_000001215.4	Primary Assembly	Y			DS483987.1	Chromosome	NW_001845276.1	unlocalized-scaffold	3375	chrY_DS483987v1_random	199	211000022278795
GCA_000001215.4	Primary Assembly	Y			DS483988.1	Chromosome	NW_001845277.1	unlocalized-scaffold	3374	chrY_DS483988v1_random	199	211000022279951
GCA_000001215.4	Primary Assembly	Y			DS483996.1	Chromosome	NW_001845285.1	unlocalized-scaffold	3341	chrY_DS483996v1_random	199	211000022280483
GCA_000001215.4	Primary Assembly	Y			DS484021.1	Chromosome	NW_001845310.1	unlocalized-scaffold	3213	chrY_DS484021v1_random	199	211000022278218
GCA_000001215.4	Primary Assembly	Y			DS484029.1	Chromosome	NW_001845318.1	unlocalized-scaffold	3195	chrY_DS484029v1_random	199	211000022280619
GCA_000001215.4	Primary Assembly	Y			DS484037.1	Chromosome	NW_001845326.1	unlocalized-scaffold	3173	chrY_DS484037v1_random	199	211000022279224
GCA_000001215.4	Primary Assembly	Y			DS484043.1	Chromosome	NW_001845332.1	unlocalized-scaffold	3154	chrY_DS484043v1_random	199	211000022279649
GCA_000001215.4	Primary Assembly	Y			DS484049.1	Chromosome	NW_001845338.1	unlocalized-scaffold	3102	chrY_DS484049v1_random	199	211000022279186
GCA_000001215.4	Primary Assembly	Y			DS484056.1	Chromosome	NW_001845345.1	unlocalized-scaffold	3077	chrY_DS484056v1_random	199	211000022278895
GCA_000001215.4	Primary Assembly	Y			DS484063.1	Chromosome	NW_001845352.1	unlocalized-scaffold	3046	chrY_DS484063v1_random	199	211000022279642
GCA_000001215.4	Primary Assembly	Y			DS484094.1	Chromosome	NW_001845383.1	unlocalized-scaffold	2922	chrY_DS484094v1_random	199	211000022280686
GCA_000001215.4	Primary Assembly	Y			DS484103.1	Chromosome	NW_001845392.1	unlocalized-scaffold	2899	chrY_DS484103v1_random	199	211000022279532
GCA_000001215.4	Primary Assembly	Y			DS484128.1	Chromosome	NW_001845417.1	unlocalized-scaffold	2836	chrY_DS484128v1_random	199	211000022279382
GCA_000001215.4	Primary Assembly	Y			DS484142.1	Chromosome	NW_001845431.1	unlocalized-scaffold	2815	chrY_DS484142v1_random	199	211000022278436
GCA_000001215.4	Primary Assembly	Y			DS484146.1	Chromosome	NW_001845435.1	unlocalized-scaffold	2799	chrY_DS484146v1_random	199	211000022278586
GCA_000001215.4	Primary Assembly	Y			DS484164.1	Chromosome	NW_001845453.1	unlocalized-scaffold	2762	chrY_DS484164v1_random	199	211000022278734
GCA_000001215.4	Primary Assembly	Y			DS484171.1	Chromosome	NW_001845460.1	unlocalized-scaffold	2728	chrY_DS484171v1_random	199	211000022279709
GCA_000001215.4	Primary Assembly	Y			DS484175.1	Chromosome	NW_001845464.1	unlocalized-scaffold	2709	chrY_DS484175v1_random	199	211000022280138
GCA_000001215.4	Primary Assembly	Y			DS484181.1	Chromosome	NW_001845470.1	unlocalized-scaffold	2694	chrY_DS484181v1_random	199	211000022279755
GCA_000001215.4	Primary Assembly	Y			DS484184.1	Chromosome	NW_001845473.1	unlocalized-scaffold	2688	chrY_DS484184v1_random	199	211000022278278
GCA_000001215.4	Primary Assembly	Y			DS484197.1	Chromosome	NW_001845486.1	unlocalized-scaffold	2642	chrY_DS484197v1_random	199	211000022279046
GCA_000001215.4	Primary Assembly	Y			DS484233.1	Chromosome	NW_001845522.1	unlocalized-scaffold	2565	chrY_DS484233v1_random	199	211000022278509
GCA_000001215.4	Primary Assembly	Y			DS484249.1	Chromosome	NW_001845538.1	unlocalized-scaffold	2522	chrY_DS484249v1_random	199	211000022279261
GCA_000001215.4	Primary Assembly	Y			DS484250.1	Chromosome	NW_001845539.1	unlocalized-scaffold	2521	chrY_DS484250v1_random	199	211000022278743
GCA_000001215.4	Primary Assembly	Y			DS484259.1	Chromosome	NW_001845548.1	unlocalized-scaffold	2508	chrY_DS484259v1_random	199	211000022278683
GCA_000001215.4	Primary Assembly	Y			DS484266.1	Chromosome	NW_001845555.1	unlocalized-scaffold	2477	chrY_DS484266v1_random	199	211000022278802
GCA_000001215.4	Primary Assembly	Y			DS484270.1	Chromosome	NW_001845559.1	unlocalized-scaffold	2473	chrY_DS484270v1_random	199	211000022278510
GCA_000001215.4	Primary Assembly	Y			DS484336.1	Chromosome	NW_001845625.1	unlocalized-scaffold	2342	chrY_DS484336v1_random	199	211000022279334
GCA_000001215.4	Primary Assembly	Y			DS484351.1	Chromosome	NW_001845640.1	unlocalized-scaffold	2303	chrY_DS484351v1_random	199	211000022278577
GCA_000001215.4	Primary Assembly	Y			DS484377.1	Chromosome	NW_001845666.1	unlocalized-scaffold	2232	chrY_DS484377v1_random	199	211000022280024
GCA_000001215.4	Primary Assembly	Y			DS484390.1	Chromosome	NW_001845679.1	unlocalized-scaffold	2206	chrY_DS484390v1_random	199	211000022279932
GCA_000001215.4	Primary Assembly	Y			DS484441.1	Chromosome	NW_001845730.1	unlocalized-scaffold	2096	chrY_DS484441v1_random	199	211000022279583
GCA_000001215.4	Primary Assembly	Y			DS484465.1	Chromosome	NW_001845754.1	unlocalized-scaffold	2063	chrY_DS484465v1_random	199	211000022279937
GCA_000001215.4	Primary Assembly	Y			DS484492.1	Chromosome	NW_001845781.1	unlocalized-scaffold	2005	chrY_DS484492v1_random	199	211000022278984
GCA_000001215.4	Primary Assembly	Y			DS484523.1	Chromosome	NW_001845812.1	unlocalized-scaffold	1961	chrY_DS484523v1_random	199	211000022279268
GCA_000001215.4	Primary Assembly	Y			DS484530.1	Chromosome	NW_001845819.1	unlocalized-scaffold	1947	chrY_DS484530v1_random	199	211000022278449
GCA_000001215.4	Primary Assembly	Y			DS484531.1	Chromosome	NW_001845820.1	unlocalized-scaffold	1946	chrY_DS484531v1_random	199	211000022279795
GCA_000001215.4	Primary Assembly	Y			DS484574.1	Chromosome	NW_001845863.1	unlocalized-scaffold	1890	chrY_DS484574v1_random	199	211000022279104
GCA_000001215.4	Primary Assembly	Y			DS484589.1	Chromosome	NW_001845878.1	unlocalized-scaffold	1863	chrY_DS484589v1_random	199	211000022279494
GCA_000001215.4	Primary Assembly	Y			DS484631.1	Chromosome	NW_001845920.1	unlocalized-scaffold	1775	chrY_DS484631v1_random	199	211000022278941
GCA_000001215.4	Primary Assembly	Y			DS484637.1	Chromosome	NW_001845926.1	unlocalized-scaffold	1766	chrY_DS484637v1_random	199	211000022279123
GCA_000001215.4	Primary Assembly	Y			DS484641.1	Chromosome	NW_001845930.1	unlocalized-scaffold	1756	chrY_DS484641v1_random	199	211000022279989
GCA_000001215.4	Primary Assembly	Y			DS484643.1	Chromosome	NW_001845932.1	unlocalized-scaffold	1751	chrY_DS484643v1_random	199	211000022278565
GCA_000001215.4	Primary Assembly	Y			DS484665.1	Chromosome	NW_001845954.1	unlocalized-scaffold	1712	chrY_DS484665v1_random	199	211000022279026
GCA_000001215.4	Primary Assembly	Y			DS484674.1	Chromosome	NW_001845963.1	unlocalized-scaffold	1690	chrY_DS484674v1_random	199	211000022279936
GCA_000001215.4	Primary Assembly	Y			DS484675.1	Chromosome	NW_001845964.1	unlocalized-scaffold	1690	chrY_DS484675v1_random	199	211000022279025
GCA_000001215.4	Primary Assembly	Y			DS484680.1	Chromosome	NW_001845969.1	unlocalized-scaffold	1683	chrY_DS484680v1_random	199	211000022279582
GCA_000001215.4	Primary Assembly	Y			DS484681.1	Chromosome	NW_001845970.1	unlocalized-scaffold	1683	chrY_DS484681v1_random	199	211000022278709
GCA_000001215.4	Primary Assembly	Y			DS484696.1	Chromosome	NW_001845985.1	unlocalized-scaffold	1637	chrY_DS484696v1_random	199	211000022279680
GCA_000001215.4	Primary Assembly	Y			DS484706.1	Chromosome	NW_001845995.1	unlocalized-scaffold	1619	chrY_DS484706v1_random	199	211000022279090
GCA_000001215.4	Primary Assembly	Y			DS484757.1	Chromosome	NW_001846046.1	unlocalized-scaffold	1525	chrY_DS484757v1_random	199	211000022279870
GCA_000001215.4	Primary Assembly	Y			DS484781.1	Chromosome	NW_001846070.1	unlocalized-scaffold	1485	chrY_DS484781v1_random	199	211000022278872
GCA_000001215.4	Primary Assembly	Y			DS484805.1	Chromosome	NW_001846094.1	unlocalized-scaffold	1459	chrY_DS484805v1_random	199	211000022278214
GCA_000001215.4	Primary Assembly	Y			DS484807.1	Chromosome	NW_001846096.1	unlocalized-scaffold	1456	chrY_DS484807v1_random	199	211000022279963
GCA_000001215.4	Primary Assembly	Y			DS484818.1	Chromosome	NW_001846107.1	unlocalized-scaffold	1443	chrY_DS484818v1_random	199	211000022278997
GCA_000001215.4	Primary Assembly	Y			DS484820.1	Chromosome	NW_001846109.1	unlocalized-scaffold	1440	chrY_DS484820v1_random	199	211000022279876
GCA_000001215.4	Primary Assembly	Y			DS484830.1	Chromosome	NW_001846119.1	unlocalized-scaffold	1429	chrY_DS484830v1_random	199	211000022279950
GCA_000001215.4	Primary Assembly	Y			DS484863.1	Chromosome	NW_001846152.1	unlocalized-scaffold	1393	chrY_DS484863v1_random	199	211000022279279
GCA_000001215.4	Primary Assembly	Y			DS484875.1	Chromosome	NW_001846164.1	unlocalized-scaffold	1383	chrY_DS484875v1_random	199	211000022280116
GCA_000001215.4	Primary Assembly	Y			DS484876.1	Chromosome	NW_001846165.1	unlocalized-scaffold	1382	chrY_DS484876v1_random	199	211000022279907
GCA_000001215.4	Primary Assembly	Y			DS484908.1	Chromosome	NW_001846197.1	unlocalized-scaffold	1360	chrY_DS484908v1_random	199	211000022279484
GCA_000001215.4	Primary Assembly	Y			DS484909.1	Chromosome	NW_001846198.1	unlocalized-scaffold	1356	chrY_DS484909v1_random	199	211000022279392
GCA_000001215.4	Primary Assembly	Y			DS484924.1	Chromosome	NW_001846213.1	unlocalized-scaffold	1341	chrY_DS484924v1_random	199	211000022280044
GCA_000001215.4	Primary Assembly	Y			DS484942.1	Chromosome	NW_001846231.1	unlocalized-scaffold	1333	chrY_DS484942v1_random	199	211000022279550
GCA_000001215.4	Primary Assembly	Y			DS484945.1	Chromosome	NW_001846234.1	unlocalized-scaffold	1330	chrY_DS484945v1_random	199	211000022279485
GCA_000001215.4	Primary Assembly	Y			DS484956.1	Chromosome	NW_001846245.1	unlocalized-scaffold	1322	chrY_DS484956v1_random	199	211000022279404
GCA_000001215.4	Primary Assembly	Y			DS484983.1	Chromosome	NW_001846272.1	unlocalized-scaffold	1304	chrY_DS484983v1_random	199	211000022279560
GCA_000001215.4	Primary Assembly	Y			DS484986.1	Chromosome	NW_001846275.1	unlocalized-scaffold	1303	chrY_DS484986v1_random	199	211000022278722
GCA_000001215.4	Primary Assembly	Y			DS484992.1	Chromosome	NW_001846281.1	unlocalized-scaffold	1297	chrY_DS484992v1_random	199	211000022278153
GCA_000001215.4	Primary Assembly	Y			DS484994.1	Chromosome	NW_001846283.1	unlocalized-scaffold	1297	chrY_DS484994v1_random	199	211000022279319
GCA_000001215.4	Primary Assembly	Y			DS485013.1	Chromosome	NW_001846302.1	unlocalized-scaffold	1284	chrY_DS485013v1_random	199	211000022278405
GCA_000001215.4	Primary Assembly	Y			DS485014.1	Chromosome	NW_001846303.1	unlocalized-scaffold	1283	chrY_DS485014v1_random	199	211000022279835
GCA_000001215.4	Primary Assembly	Y			DS485016.1	Chromosome	NW_001846305.1	unlocalized-scaffold	1282	chrY_DS485016v1_random	199	211000022278418
GCA_000001215.4	Primary Assembly	Y			DS485028.1	Chromosome	NW_001846317.1	unlocalized-scaffold	1277	chrY_DS485028v1_random	199	211000022280157
GCA_000001215.4	Primary Assembly	Y			DS485042.1	Chromosome	NW_001846331.1	unlocalized-scaffold	1271	chrY_DS485042v1_random	199	211000022279269
GCA_000001215.4	Primary Assembly	Y			DS485048.1	Chromosome	NW_001846337.1	unlocalized-scaffold	1270	chrY_DS485048v1_random	199	211000022279496
GCA_000001215.4	Primary Assembly	Y			DS485051.1	Chromosome	NW_001846340.1	unlocalized-scaffold	1268	chrY_DS485051v1_random	199	211000022278791
GCA_000001215.4	Primary Assembly	Y			DS485070.1	Chromosome	NW_001846359.1	unlocalized-scaffold	1260	chrY_DS485070v1_random	199	211000022278756
GCA_000001215.4	Primary Assembly	Y			DS485097.1	Chromosome	NW_001846386.1	unlocalized-scaffold	1243	chrY_DS485097v1_random	199	211000022279725
GCA_000001215.4	Primary Assembly	Y			DS485099.1	Chromosome	NW_001846388.1	unlocalized-scaffold	1241	chrY_DS485099v1_random	199	211000022279491
GCA_000001215.4	Primary Assembly	Y			DS485113.1	Chromosome	NW_001846402.1	unlocalized-scaffold	1237	chrY_DS485113v1_random	199	211000022278135
GCA_000001215.4	Primary Assembly	Y			DS485137.1	Chromosome	NW_001846426.1	unlocalized-scaffold	1230	chrY_DS485137v1_random	199	211000022279678
GCA_000001215.4	Primary Assembly	Y			DS485143.1	Chromosome	NW_001846432.1	unlocalized-scaffold	1227	chrY_DS485143v1_random	199	211000022279918
GCA_000001215.4	Primary Assembly	Y			DS485158.1	Chromosome	NW_001846447.1	unlocalized-scaffold	1224	chrY_DS485158v1_random	199	211000022279047
GCA_000001215.4	Primary Assembly	Y			DS485159.1	Chromosome	NW_001846448.1	unlocalized-scaffold	1224	chrY_DS485159v1_random	199	211000022278798
GCA_000001215.4	Primary Assembly	Y			DS485166.1	Chromosome	NW_001846455.1	unlocalized-scaffold	1222	chrY_DS485166v1_random	199	211000022278935
GCA_000001215.4	Primary Assembly	Y			DS485178.1	Chromosome	NW_001846467.1	unlocalized-scaffold	1218	chrY_DS485178v1_random	199	211000022279335
GCA_000001215.4	Primary Assembly	Y			DS485219.1	Chromosome	NW_001846508.1	unlocalized-scaffold	1202	chrY_DS485219v1_random	199	211000022280090
GCA_000001215.4	Primary Assembly	Y			DS485236.1	Chromosome	NW_001846525.1	unlocalized-scaffold	1195	chrY_DS485236v1_random	199	211000022279174
GCA_000001215.4	Primary Assembly	Y			DS485250.1	Chromosome	NW_001846539.1	unlocalized-scaffold	1192	chrY_DS485250v1_random	199	211000022278990
GCA_000001215.4	Primary Assembly	Y			DS485267.1	Chromosome	NW_001846556.1	unlocalized-scaffold	1186	chrY_DS485267v1_random	199	211000022278142
GCA_000001215.4	Primary Assembly	Y			DS485283.1	Chromosome	NW_001846572.1	unlocalized-scaffold	1182	chrY_DS485283v1_random	199	211000022279974
GCA_000001215.4	Primary Assembly	Y			DS485288.1	Chromosome	NW_001846577.1	unlocalized-scaffold	1181	chrY_DS485288v1_random	199	211000022279831
GCA_000001215.4	Primary Assembly	Y			DS485302.1	Chromosome	NW_001846591.1	unlocalized-scaffold	1176	chrY_DS485302v1_random	199	211000022279452
GCA_000001215.4	Primary Assembly	Y			DS485315.1	Chromosome	NW_001846604.1	unlocalized-scaffold	1171	chrY_DS485315v1_random	199	211000022279679
GCA_000001215.4	Primary Assembly	Y			DS485316.1	Chromosome	NW_001846605.1	unlocalized-scaffold	1171	chrY_DS485316v1_random	199	211000022279999
GCA_000001215.4	Primary Assembly	Y			DS485318.1	Chromosome	NW_001846607.1	unlocalized-scaffold	1170	chrY_DS485318v1_random	199	211000022279669
GCA_000001215.4	Primary Assembly	Y			DS485320.1	Chromosome	NW_001846609.1	unlocalized-scaffold	1169	chrY_DS485320v1_random	199	211000022279410
GCA_000001215.4	Primary Assembly	Y			DS485328.1	Chromosome	NW_001846617.1	unlocalized-scaffold	1166	chrY_DS485328v1_random	199	211000022279333
GCA_000001215.4	Primary Assembly	Y			DS485329.1	Chromosome	NW_001846618.1	unlocalized-scaffold	1166	chrY_DS485329v1_random	199	211000022279266
GCA_000001215.4	Primary Assembly	Y			DS485335.1	Chromosome	NW_001846624.1	unlocalized-scaffold	1163	chrY_DS485335v1_random	199	211000022279986
GCA_000001215.4	Primary Assembly	Y			DS485343.1	Chromosome	NW_001846632.1	unlocalized-scaffold	1162	chrY_DS485343v1_random	199	211000022279280
GCA_000001215.4	Primary Assembly	Y			DS485359.1	Chromosome	NW_001846648.1	unlocalized-scaffold	1159	chrY_DS485359v1_random	199	211000022279164
GCA_000001215.4	Primary Assembly	Y			DS485363.1	Chromosome	NW_001846652.1	unlocalized-scaffold	1158	chrY_DS485363v1_random	199	211000022279511
GCA_000001215.4	Primary Assembly	Y			DS485374.1	Chromosome	NW_001846663.1	unlocalized-scaffold	1155	chrY_DS485374v1_random	199	211000022279153
GCA_000001215.4	Primary Assembly	Y			DS485375.1	Chromosome	NW_001846664.1	unlocalized-scaffold	1155	chrY_DS485375v1_random	199	211000022278499
GCA_000001215.4	Primary Assembly	Y			DS485388.1	Chromosome	NW_001846677.1	unlocalized-scaffold	1152	chrY_DS485388v1_random	199	211000022278995
GCA_000001215.4	Primary Assembly	Y			DS485399.1	Chromosome	NW_001846688.1	unlocalized-scaffold	1148	chrY_DS485399v1_random	199	211000022279181
GCA_000001215.4	Primary Assembly	Y			DS485409.1	Chromosome	NW_001846698.1	unlocalized-scaffold	1147	chrY_DS485409v1_random	199	211000022279352
GCA_000001215.4	Primary Assembly	Y			DS485416.1	Chromosome	NW_001846705.1	unlocalized-scaffold	1146	chrY_DS485416v1_random	199	211000022279935
GCA_000001215.4	Primary Assembly	Y			DS485422.1	Chromosome	NW_001846711.1	unlocalized-scaffold	1144	chrY_DS485422v1_random	199	211000022279901
GCA_000001215.4	Primary Assembly	Y			DS485423.1	Chromosome	NW_001846712.1	unlocalized-scaffold	1144	chrY_DS485423v1_random	199	211000022278760
GCA_000001215.4	Primary Assembly	Y			DS485427.1	Chromosome	NW_001846716.1	unlocalized-scaffold	1142	chrY_DS485427v1_random	199	211000022278936
GCA_000001215.4	Primary Assembly	Y			DS485430.1	Chromosome	NW_001846719.1	unlocalized-scaffold	1141	chrY_DS485430v1_random	199	211000022279995
GCA_000001215.4	Primary Assembly	Y			DS485436.1	Chromosome	NW_001846725.1	unlocalized-scaffold	1140	chrY_DS485436v1_random	199	211000022279938
GCA_000001215.4	Primary Assembly	Y			DS485440.1	Chromosome	NW_001846729.1	unlocalized-scaffold	1139	chrY_DS485440v1_random	199	211000022279458
GCA_000001215.4	Primary Assembly	Y			DS485450.1	Chromosome	NW_001846739.1	unlocalized-scaffold	1136	chrY_DS485450v1_random	199	211000022279941
GCA_000001215.4	Primary Assembly	Y			DS485452.1	Chromosome	NW_001846741.1	unlocalized-scaffold	1136	chrY_DS485452v1_random	199	211000022279391
GCA_000001215.4	Primary Assembly	Y			DS485460.1	Chromosome	NW_001846749.1	unlocalized-scaffold	1134	chrY_DS485460v1_random	199	211000022278450
GCA_000001215.4	Primary Assembly	Y			DS485470.1	Chromosome	NW_001846759.1	unlocalized-scaffold	1132	chrY_DS485470v1_random	199	211000022279799
GCA_000001215.4	Primary Assembly	Y			DS485473.1	Chromosome	NW_001846762.1	unlocalized-scaffold	1131	chrY_DS485473v1_random	199	211000022279800
GCA_000001215.4	Primary Assembly	Y			DS485483.1	Chromosome	NW_001846772.1	unlocalized-scaffold	1129	chrY_DS485483v1_random	199	211000022278987
GCA_000001215.4	Primary Assembly	Y			DS485492.1	Chromosome	NW_001846781.1	unlocalized-scaffold	1126	chrY_DS485492v1_random	199	211000022278959
GCA_000001215.4	Primary Assembly	Y			DS485512.1	Chromosome	NW_001846801.1	unlocalized-scaffold	1122	chrY_DS485512v1_random	199	211000022279910
GCA_000001215.4	Primary Assembly	Y			DS485523.1	Chromosome	NW_001846812.1	unlocalized-scaffold	1118	chrY_DS485523v1_random	199	211000022279165
GCA_000001215.4	Primary Assembly	Y			DS485532.1	Chromosome	NW_001846821.1	unlocalized-scaffold	1116	chrY_DS485532v1_random	199	211000022279546
GCA_000001215.4	Primary Assembly	Y			DS485534.1	Chromosome	NW_001846823.1	unlocalized-scaffold	1116	chrY_DS485534v1_random	199	211000022278736
GCA_000001215.4	Primary Assembly	Y			DS485552.1	Chromosome	NW_001846841.1	unlocalized-scaffold	1111	chrY_DS485552v1_random	199	211000022279813
GCA_000001215.4	Primary Assembly	Y			DS485560.1	Chromosome	NW_001846849.1	unlocalized-scaffold	1110	chrY_DS485560v1_random	199	211000022279236
GCA_000001215.4	Primary Assembly	Y			DS485561.1	Chromosome	NW_001846850.1	unlocalized-scaffold	1109	chrY_DS485561v1_random	199	211000022278873
GCA_000001215.4	Primary Assembly	Y			DS485575.1	Chromosome	NW_001846864.1	unlocalized-scaffold	1106	chrY_DS485575v1_random	199	211000022279005
GCA_000001215.4	Primary Assembly	Y			DS485594.1	Chromosome	NW_001846883.1	unlocalized-scaffold	1101	chrY_DS485594v1_random	199	211000022278201
GCA_000001215.4	Primary Assembly	Y			DS485604.1	Chromosome	NW_001846893.1	unlocalized-scaffold	1098	chrY_DS485604v1_random	199	211000022279586
GCA_000001215.4	Primary Assembly	Y			DS485625.1	Chromosome	NW_001846914.1	unlocalized-scaffold	1090	chrY_DS485625v1_random	199	211000022279661
GCA_000001215.4	Primary Assembly	Y			DS485641.1	Chromosome	NW_001846930.1	unlocalized-scaffold	1087	chrY_DS485641v1_random	199	211000022279403
GCA_000001215.4	Primary Assembly	Y			DS485646.1	Chromosome	NW_001846935.1	unlocalized-scaffold	1086	chrY_DS485646v1_random	199	211000022278803
GCA_000001215.4	Primary Assembly	Y			DS485685.1	Chromosome	NW_001846974.1	unlocalized-scaffold	1075	chrY_DS485685v1_random	199	211000022279459
GCA_000001215.4	Primary Assembly	Y			DS485696.1	Chromosome	NW_001846985.1	unlocalized-scaffold	1073	chrY_DS485696v1_random	199	211000022279007
GCA_000001215.4	Primary Assembly	Y			DS485698.1	Chromosome	NW_001846987.1	unlocalized-scaffold	1072	chrY_DS485698v1_random	199	211000022279988
GCA_000001215.4	Primary Assembly	Y			DS485718.1	Chromosome	NW_001847007.1	unlocalized-scaffold	1068	chrY_DS485718v1_random	199	211000022279486
GCA_000001215.4	Primary Assembly	Y			DS485732.1	Chromosome	NW_001847021.1	unlocalized-scaffold	1064	chrY_DS485732v1_random	199	211000022279137
GCA_000001215.4	Primary Assembly	Y			DS485736.1	Chromosome	NW_001847025.1	unlocalized-scaffold	1063	chrY_DS485736v1_random	199	211000022278787
GCA_000001215.4	Primary Assembly	Y			DS485739.1	Chromosome	NW_001847028.1	unlocalized-scaffold	1063	chrY_DS485739v1_random	199	211000022279385
GCA_000001215.4	Primary Assembly	Y			DS485749.1	Chromosome	NW_001847038.1	unlocalized-scaffold	1060	chrY_DS485749v1_random	199	211000022279031
GCA_000001215.4	Primary Assembly	Y			DS485752.1	Chromosome	NW_001847041.1	unlocalized-scaffold	1059	chrY_DS485752v1_random	199	211000022279034
GCA_000001215.4	Primary Assembly	Y			DS485755.1	Chromosome	NW_001847044.1	unlocalized-scaffold	1058	chrY_DS485755v1_random	199	211000022279801
GCA_000001215.4	Primary Assembly	Y			DS485764.1	Chromosome	NW_001847053.1	unlocalized-scaffold	1056	chrY_DS485764v1_random	199	211000022279377
GCA_000001215.4	Primary Assembly	Y			DS485767.1	Chromosome	NW_001847056.1	unlocalized-scaffold	1056	chrY_DS485767v1_random	199	211000022279211
GCA_000001215.4	Primary Assembly	Y			DS485772.1	Chromosome	NW_001847061.1	unlocalized-scaffold	1054	chrY_DS485772v1_random	199	211000022279314
GCA_000001215.4	Primary Assembly	Y			DS485776.1	Chromosome	NW_001847065.1	unlocalized-scaffold	1053	chrY_DS485776v1_random	199	211000022279677
GCA_000001215.4	Primary Assembly	Y			DS485786.1	Chromosome	NW_001847075.1	unlocalized-scaffold	1051	chrY_DS485786v1_random	199	211000022280040
GCA_000001215.4	Primary Assembly	Y			DS485795.1	Chromosome	NW_001847084.1	unlocalized-scaffold	1049	chrY_DS485795v1_random	199	211000022278682
GCA_000001215.4	Primary Assembly	Y			DS485839.1	Chromosome	NW_001847128.1	unlocalized-scaffold	1042	chrY_DS485839v1_random	199	211000022279492
GCA_000001215.4	Primary Assembly	Y			DS485840.1	Chromosome	NW_001847129.1	unlocalized-scaffold	1041	chrY_DS485840v1_random	199	211000022278956
GCA_000001215.4	Primary Assembly	Y			DS485849.1	Chromosome	NW_001847138.1	unlocalized-scaffold	1039	chrY_DS485849v1_random	199	211000022280072
GCA_000001215.4	Primary Assembly	Y			DS485858.1	Chromosome	NW_001847147.1	unlocalized-scaffold	1037	chrY_DS485858v1_random	199	211000022279908
GCA_000001215.4	Primary Assembly	Y			DS485865.1	Chromosome	NW_001847154.1	unlocalized-scaffold	1035	chrY_DS485865v1_random	199	211000022278538
GCA_000001215.4	Primary Assembly	Y			DS485873.1	Chromosome	NW_001847162.1	unlocalized-scaffold	1033	chrY_DS485873v1_random	199	211000022278772
GCA_000001215.4	Primary Assembly	Y			DS485875.1	Chromosome	NW_001847164.1	unlocalized-scaffold	1032	chrY_DS485875v1_random	199	211000022278965
GCA_000001215.4	Primary Assembly	Y			DS485885.1	Chromosome	NW_001847174.1	unlocalized-scaffold	1030	chrY_DS485885v1_random	199	211000022280057
GCA_000001215.4	Primary Assembly	Y			DS485888.1	Chromosome	NW_001847177.1	unlocalized-scaffold	1029	chrY_DS485888v1_random	199	211000022279791
GCA_000001215.4	Primary Assembly	Y			DS485892.1	Chromosome	NW_001847181.1	unlocalized-scaffold	1029	chrY_DS485892v1_random	199	211000022279802
GCA_000001215.4	Primary Assembly	Y			DS485894.1	Chromosome	NW_001847183.1	unlocalized-scaffold	1029	chrY_DS485894v1_random	199	211000022278939
GCA_000001215.4	Primary Assembly	Y			DS485901.1	Chromosome	NW_001847190.1	unlocalized-scaffold	1027	chrY_DS485901v1_random	199	211000022279272
GCA_000001215.4	Primary Assembly	Y			DS485927.1	Chromosome	NW_001847216.1	unlocalized-scaffold	1020	chrY_DS485927v1_random	199	211000022278710
GCA_000001215.4	Primary Assembly	Y			DS485938.1	Chromosome	NW_001847227.1	unlocalized-scaffold	1019	chrY_DS485938v1_random	199	211000022279264
GCA_000001215.4	Primary Assembly	Y			DS485956.1	Chromosome	NW_001847245.1	unlocalized-scaffold	1014	chrY_DS485956v1_random	199	211000022279972
