Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001282.1	Chromosome	NW_025226339.1	unplaced-scaffold	7946			scaffold121434
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001283.1	Chromosome	NW_025226340.1	unplaced-scaffold	6474			scaffold122605
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001284.1	Chromosome	NW_025226341.1	unplaced-scaffold	5856			scaffold218848
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001285.1	Chromosome	NW_025226342.1	unplaced-scaffold	5212			scaffold49189
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001286.1	Chromosome	NW_025226343.1	unplaced-scaffold	2825			scaffold55897
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001287.1	Chromosome	NW_025226344.1	unplaced-scaffold	1914			scaffold164483
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001288.1	Chromosome	NW_025226345.1	unplaced-scaffold	3625			scaffold33717
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001289.1	Chromosome	NW_025226346.1	unplaced-scaffold	156613			scaffold9987
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001290.1	Chromosome	NW_025226347.1	unplaced-scaffold	32882			scaffold74551
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001291.1	Chromosome	NW_025226348.1	unplaced-scaffold	203496			scaffold45968
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001292.1	Chromosome	NW_025226349.1	unplaced-scaffold	1398			scaffold162774
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001293.1	Chromosome	NW_025226350.1	unplaced-scaffold	16476			scaffold483
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001294.1	Chromosome	NW_025226351.1	unplaced-scaffold	20388			scaffold64031
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001295.1	Chromosome	NW_025226352.1	unplaced-scaffold	5782			scaffold45646
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001296.1	Chromosome	NW_025226353.1	unplaced-scaffold	14675			scaffold15231
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001297.1	Chromosome	NW_025226354.1	unplaced-scaffold	12487			scaffold41807
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001298.1	Chromosome	NW_025226355.1	unplaced-scaffold	6731			scaffold83391
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001299.1	Chromosome	NW_025226356.1	unplaced-scaffold	53611			scaffold91054
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001300.1	Chromosome	NW_025226357.1	unplaced-scaffold	1087			scaffold286765
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001301.1	Chromosome	NW_025226358.1	unplaced-scaffold	655			scaffold137418
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001302.1	Chromosome	NW_025226359.1	unplaced-scaffold	5325			scaffold60639
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001303.1	Chromosome	NW_025226360.1	unplaced-scaffold	7152			scaffold24507
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001304.1	Chromosome	NW_025226361.1	unplaced-scaffold	9446			scaffold3300
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001305.1	Chromosome	NW_025226362.1	unplaced-scaffold	2591			scaffold230183
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001306.1	Chromosome	NW_025226363.1	unplaced-scaffold	2182			scaffold306123
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001307.1	Chromosome	NW_025226364.1	unplaced-scaffold	5044			scaffold48344
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001308.1	Chromosome	NW_025226365.1	unplaced-scaffold	4142			scaffold210181
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001309.1	Chromosome	NW_025226366.1	unplaced-scaffold	19574			scaffold45361
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001310.1	Chromosome	NW_025226367.1	unplaced-scaffold	3211			scaffold180968
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001311.1	Chromosome	NW_025226368.1	unplaced-scaffold	1946			scaffold277447
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001312.1	Chromosome	NW_025226369.1	unplaced-scaffold	19518			scaffold129290
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001313.1	Chromosome	NW_025226370.1	unplaced-scaffold	10077			scaffold58646
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001314.1	Chromosome	NW_025226371.1	unplaced-scaffold	5655			scaffold202014
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001315.1	Chromosome	NW_025226372.1	unplaced-scaffold	17874			scaffold152371
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001316.1	Chromosome	NW_025226373.1	unplaced-scaffold	10068			scaffold26954
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001317.1	Chromosome	NW_025226374.1	unplaced-scaffold	8208			scaffold33959
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001318.1	Chromosome	NW_025226375.1	unplaced-scaffold	7242			scaffold172681
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001319.1	Chromosome	NW_025226376.1	unplaced-scaffold	6748			scaffold43076
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001320.1	Chromosome	NW_025226377.1	unplaced-scaffold	6258			scaffold175321
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001321.1	Chromosome	NW_025226378.1	unplaced-scaffold	5541			scaffold127256
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001322.1	Chromosome	NW_025226379.1	unplaced-scaffold	5283			scaffold189380
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001323.1	Chromosome	NW_025226380.1	unplaced-scaffold	5003			scaffold220111
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001324.1	Chromosome	NW_025226381.1	unplaced-scaffold	5002			scaffold187382
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001325.1	Chromosome	NW_025226382.1	unplaced-scaffold	3909			scaffold218293
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001326.1	Chromosome	NW_025226383.1	unplaced-scaffold	3518			scaffold254595
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001327.1	Chromosome	NW_025226384.1	unplaced-scaffold	3299			scaffold178520
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001328.1	Chromosome	NW_025226385.1	unplaced-scaffold	3039			scaffold263379
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001329.1	Chromosome	NW_025226386.1	unplaced-scaffold	2738			scaffold232914
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001330.1	Chromosome	NW_025226387.1	unplaced-scaffold	2637			scaffold225472
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001331.1	Chromosome	NW_025226388.1	unplaced-scaffold	2418			scaffold198364
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001332.1	Chromosome	NW_025226389.1	unplaced-scaffold	2210			scaffold292956
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001333.1	Chromosome	NW_025226390.1	unplaced-scaffold	2179			scaffold112643
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001334.1	Chromosome	NW_025226391.1	unplaced-scaffold	1187			scaffold239501
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001335.1	Chromosome	NW_025226392.1	unplaced-scaffold	1157			scaffold178796
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001336.1	Chromosome	NW_025226393.1	unplaced-scaffold	632			scaffold250280
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001337.1	Chromosome	NW_025226394.1	unplaced-scaffold	525			scaffold224341
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001338.1	Chromosome	NW_025226395.1	unplaced-scaffold	20455			scaffold14665
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001339.1	Chromosome	NW_025226396.1	unplaced-scaffold	17181			scaffold82798
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001340.1	Chromosome	NW_025226397.1	unplaced-scaffold	7791			scaffold180344
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001341.1	Chromosome	NW_025226398.1	unplaced-scaffold	6926			scaffold10745
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001342.1	Chromosome	NW_025226399.1	unplaced-scaffold	5583			scaffold87347
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001343.1	Chromosome	NW_025226400.1	unplaced-scaffold	3125			scaffold197693
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001344.1	Chromosome	NW_025226401.1	unplaced-scaffold	19818			scaffold2476
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001345.1	Chromosome	NW_025226402.1	unplaced-scaffold	8701			scaffold215087
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001346.1	Chromosome	NW_025226403.1	unplaced-scaffold	5839			scaffold160584
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001347.1	Chromosome	NW_025226404.1	unplaced-scaffold	3991			scaffold296272
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001348.1	Chromosome	NW_025226405.1	unplaced-scaffold	3989			scaffold127381
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001349.1	Chromosome	NW_025226406.1	unplaced-scaffold	2018			scaffold204464
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001350.1	Chromosome	NW_025226407.1	unplaced-scaffold	1447			scaffold226729
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001351.1	Chromosome	NW_025226408.1	unplaced-scaffold	1252			scaffold260321
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001352.1	Chromosome	NW_025226409.1	unplaced-scaffold	23500			scaffold59131
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001353.1	Chromosome	NW_025226410.1	unplaced-scaffold	14682			scaffold48490
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001354.1	Chromosome	NW_025226411.1	unplaced-scaffold	12375			scaffold31617
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001355.1	Chromosome	NW_025226412.1	unplaced-scaffold	9867			scaffold184073
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001356.1	Chromosome	NW_025226413.1	unplaced-scaffold	6690			scaffold290550
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001357.1	Chromosome	NW_025226414.1	unplaced-scaffold	4528			scaffold239901
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001358.1	Chromosome	NW_025226415.1	unplaced-scaffold	2974			scaffold182317
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001359.1	Chromosome	NW_025226416.1	unplaced-scaffold	2645			scaffold214191
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001360.1	Chromosome	NW_025226417.1	unplaced-scaffold	7498			scaffold187729
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001361.1	Chromosome	NW_025226418.1	unplaced-scaffold	5277			scaffold242034
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001362.1	Chromosome	NW_025226419.1	unplaced-scaffold	2160			scaffold71168
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001363.1	Chromosome	NW_025226420.1	unplaced-scaffold	6293			scaffold208313
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001364.1	Chromosome	NW_025226421.1	unplaced-scaffold	32574			scaffold67170
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001365.1	Chromosome	NW_025226422.1	unplaced-scaffold	24008			scaffold138686
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001366.1	Chromosome	NW_025226423.1	unplaced-scaffold	20238			scaffold16751
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001367.1	Chromosome	NW_025226424.1	unplaced-scaffold	8821			scaffold174946
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001368.1	Chromosome	NW_025226425.1	unplaced-scaffold	8215			scaffold67942
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001369.1	Chromosome	NW_025226426.1	unplaced-scaffold	7568			scaffold241284
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001370.1	Chromosome	NW_025226427.1	unplaced-scaffold	7440			scaffold199023
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001371.1	Chromosome	NW_025226428.1	unplaced-scaffold	5322			scaffold173937
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001372.1	Chromosome	NW_025226429.1	unplaced-scaffold	14865			scaffold11919
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001373.1	Chromosome	NW_025226430.1	unplaced-scaffold	9987			scaffold182681
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001374.1	Chromosome	NW_025226431.1	unplaced-scaffold	21606			scaffold127118
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001375.1	Chromosome	NW_025226432.1	unplaced-scaffold	14794			scaffold131150
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001376.1	Chromosome	NW_025226433.1	unplaced-scaffold	11709			scaffold123099
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001377.1	Chromosome	NW_025226434.1	unplaced-scaffold	8153			scaffold222973
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001378.1	Chromosome	NW_025226435.1	unplaced-scaffold	7752			scaffold177693
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001379.1	Chromosome	NW_025226436.1	unplaced-scaffold	7509			scaffold182470
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001380.1	Chromosome	NW_025226437.1	unplaced-scaffold	7282			scaffold37488
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001381.1	Chromosome	NW_025226438.1	unplaced-scaffold	6679			scaffold31762
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001382.1	Chromosome	NW_025226439.1	unplaced-scaffold	6324			scaffold170895
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001383.1	Chromosome	NW_025226440.1	unplaced-scaffold	5565			scaffold185536
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001384.1	Chromosome	NW_025226441.1	unplaced-scaffold	2979			scaffold218095
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001385.1	Chromosome	NW_025226442.1	unplaced-scaffold	2718			scaffold172992
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001386.1	Chromosome	NW_025226443.1	unplaced-scaffold	2713			scaffold184680
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001387.1	Chromosome	NW_025226444.1	unplaced-scaffold	2473			scaffold210153
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001388.1	Chromosome	NW_025226445.1	unplaced-scaffold	1670			scaffold244825
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001389.1	Chromosome	NW_025226446.1	unplaced-scaffold	7854			scaffold248968
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001390.1	Chromosome	NW_025226447.1	unplaced-scaffold	15100			scaffold36838
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001391.1	Chromosome	NW_025226448.1	unplaced-scaffold	14741			scaffold77400
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001392.1	Chromosome	NW_025226449.1	unplaced-scaffold	14183			scaffold202833
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001393.1	Chromosome	NW_025226450.1	unplaced-scaffold	11866			scaffold182277
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001394.1	Chromosome	NW_025226451.1	unplaced-scaffold	10556			scaffold175885
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001395.1	Chromosome	NW_025226452.1	unplaced-scaffold	3305			scaffold233413
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001396.1	Chromosome	NW_025226453.1	unplaced-scaffold	8831			scaffold39602
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001397.1	Chromosome	NW_025226454.1	unplaced-scaffold	19785			scaffold146280
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001398.1	Chromosome	NW_025226455.1	unplaced-scaffold	7567			scaffold173624
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001399.1	Chromosome	NW_025226456.1	unplaced-scaffold	1523			scaffold234567
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001400.1	Chromosome	NW_025226457.1	unplaced-scaffold	20918			scaffold109329
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001401.1	Chromosome	NW_025226458.1	unplaced-scaffold	16078			scaffold119583
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001402.1	Chromosome	NW_025226459.1	unplaced-scaffold	7097			scaffold59151
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001403.1	Chromosome	NW_025226460.1	unplaced-scaffold	15177			scaffold29178
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001404.1	Chromosome	NW_025226461.1	unplaced-scaffold	9672			scaffold224904
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001405.1	Chromosome	NW_025226462.1	unplaced-scaffold	26600			scaffold61416
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001406.1	Chromosome	NW_025226463.1	unplaced-scaffold	30709			scaffold52518
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001407.1	Chromosome	NW_025226464.1	unplaced-scaffold	27539			scaffold70129
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001408.1	Chromosome	NW_025226465.1	unplaced-scaffold	17043			scaffold11620
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001409.1	Chromosome	NW_025226466.1	unplaced-scaffold	9627			scaffold170541
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001410.1	Chromosome	NW_025226467.1	unplaced-scaffold	8397			scaffold193842
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001411.1	Chromosome	NW_025226468.1	unplaced-scaffold	7111			scaffold197505
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001412.1	Chromosome	NW_025226469.1	unplaced-scaffold	1897			scaffold189169
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001413.1	Chromosome	NW_025226470.1	unplaced-scaffold	1222			scaffold215752
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001414.1	Chromosome	NW_025226471.1	unplaced-scaffold	29137			scaffold47001
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001415.1	Chromosome	NW_025226472.1	unplaced-scaffold	8607			scaffold182212
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001416.1	Chromosome	NW_025226473.1	unplaced-scaffold	9159			scaffold194980
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001417.1	Chromosome	NW_025226474.1	unplaced-scaffold	29481			scaffold109718
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001418.1	Chromosome	NW_025226475.1	unplaced-scaffold	30701			scaffold36675
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001419.1	Chromosome	NW_025226476.1	unplaced-scaffold	9093			scaffold165838
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001420.1	Chromosome	NW_025226477.1	unplaced-scaffold	20289			scaffold73566
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001421.1	Chromosome	NW_025226478.1	unplaced-scaffold	8883			scaffold187299
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001422.1	Chromosome	NW_025226479.1	unplaced-scaffold	8756			scaffold234118
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001423.1	Chromosome	NW_025226480.1	unplaced-scaffold	22171			scaffold33004
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001424.1	Chromosome	NW_025226481.1	unplaced-scaffold	62797			scaffold75146
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001425.1	Chromosome	NW_025226482.1	unplaced-scaffold	58702			scaffold95066
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001426.1	Chromosome	NW_025226483.1	unplaced-scaffold	42478			scaffold39978
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001427.1	Chromosome	NW_025226484.1	unplaced-scaffold	10378			scaffold180126
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001428.1	Chromosome	NW_025226485.1	unplaced-scaffold	118507			scaffold19333
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001429.1	Chromosome	NW_025226486.1	unplaced-scaffold	167313			scaffold74544
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001430.1	Chromosome	NW_025226487.1	unplaced-scaffold	23443			scaffold87489
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001431.1	Chromosome	NW_025226488.1	unplaced-scaffold	14577			scaffold179480
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001432.1	Chromosome	NW_025226489.1	unplaced-scaffold	23757			scaffold16948
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001433.1	Chromosome	NW_025226490.1	unplaced-scaffold	94464			scaffold29119
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001434.1	Chromosome	NW_025226491.1	unplaced-scaffold	90348			scaffold12793
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001435.1	Chromosome	NW_025226492.1	unplaced-scaffold	78437			scaffold148097
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001436.1	Chromosome	NW_025226493.1	unplaced-scaffold	63406			scaffold27329
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001437.1	Chromosome	NW_025226494.1	unplaced-scaffold	53680			scaffold125074
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001438.1	Chromosome	NW_025226495.1	unplaced-scaffold	50347			scaffold122122
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001439.1	Chromosome	NW_025226496.1	unplaced-scaffold	41500			scaffold9038
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001440.1	Chromosome	NW_025226497.1	unplaced-scaffold	38858			scaffold35360
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001441.1	Chromosome	NW_025226498.1	unplaced-scaffold	38570			scaffold118424
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001442.1	Chromosome	NW_025226499.1	unplaced-scaffold	37966			scaffold39904
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001443.1	Chromosome	NW_025226500.1	unplaced-scaffold	36792			scaffold12422
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001444.1	Chromosome	NW_025226501.1	unplaced-scaffold	35837			scaffold4007
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001445.1	Chromosome	NW_025226502.1	unplaced-scaffold	35129			scaffold8710
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001446.1	Chromosome	NW_025226503.1	unplaced-scaffold	33155			scaffold9159
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001447.1	Chromosome	NW_025226504.1	unplaced-scaffold	33047			scaffold45617
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001448.1	Chromosome	NW_025226505.1	unplaced-scaffold	31365			scaffold39522
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001449.1	Chromosome	NW_025226506.1	unplaced-scaffold	30898			scaffold52407
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001450.1	Chromosome	NW_025226507.1	unplaced-scaffold	30308			scaffold73134
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001451.1	Chromosome	NW_025226508.1	unplaced-scaffold	30129			scaffold97368
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001452.1	Chromosome	NW_025226509.1	unplaced-scaffold	30127			scaffold128724
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001453.1	Chromosome	NW_025226510.1	unplaced-scaffold	29427			scaffold56794
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001454.1	Chromosome	NW_025226511.1	unplaced-scaffold	29142			scaffold166849
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001455.1	Chromosome	NW_025226512.1	unplaced-scaffold	28896			scaffold12037
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001456.1	Chromosome	NW_025226513.1	unplaced-scaffold	27653			scaffold14535
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001457.1	Chromosome	NW_025226514.1	unplaced-scaffold	27540			scaffold104129
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001458.1	Chromosome	NW_025226515.1	unplaced-scaffold	26000			scaffold69110
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001459.1	Chromosome	NW_025226516.1	unplaced-scaffold	24694			scaffold88037
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001460.1	Chromosome	NW_025226517.1	unplaced-scaffold	24446			scaffold38983
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001461.1	Chromosome	NW_025226518.1	unplaced-scaffold	24197			scaffold156664
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001462.1	Chromosome	NW_025226519.1	unplaced-scaffold	23509			scaffold62474
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001463.1	Chromosome	NW_025226520.1	unplaced-scaffold	23030			scaffold177838
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001464.1	Chromosome	NW_025226521.1	unplaced-scaffold	22811			scaffold88692
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001465.1	Chromosome	NW_025226522.1	unplaced-scaffold	22607			scaffold77317
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001466.1	Chromosome	NW_025226523.1	unplaced-scaffold	22206			scaffold30085
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001467.1	Chromosome	NW_025226524.1	unplaced-scaffold	22109			scaffold88379
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001468.1	Chromosome	NW_025226525.1	unplaced-scaffold	22061			scaffold111036
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001469.1	Chromosome	NW_025226526.1	unplaced-scaffold	21789			scaffold65709
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001470.1	Chromosome	NW_025226527.1	unplaced-scaffold	20490			scaffold78511
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001471.1	Chromosome	NW_025226528.1	unplaced-scaffold	20198			scaffold18268
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001472.1	Chromosome	NW_025226529.1	unplaced-scaffold	19807			scaffold47149
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001473.1	Chromosome	NW_025226530.1	unplaced-scaffold	19380			scaffold115183
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001474.1	Chromosome	NW_025226531.1	unplaced-scaffold	18683			scaffold82005
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001475.1	Chromosome	NW_025226532.1	unplaced-scaffold	18670			scaffold71024
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001476.1	Chromosome	NW_025226533.1	unplaced-scaffold	18196			scaffold35988
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001477.1	Chromosome	NW_025226534.1	unplaced-scaffold	18075			scaffold41134
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001478.1	Chromosome	NW_025226535.1	unplaced-scaffold	17878			scaffold64939
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001479.1	Chromosome	NW_025226536.1	unplaced-scaffold	17750			scaffold117864
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001480.1	Chromosome	NW_025226537.1	unplaced-scaffold	17666			scaffold174085
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001481.1	Chromosome	NW_025226538.1	unplaced-scaffold	17648			scaffold46822
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001482.1	Chromosome	NW_025226539.1	unplaced-scaffold	17641			scaffold112531
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001483.1	Chromosome	NW_025226540.1	unplaced-scaffold	17204			scaffold142950
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001484.1	Chromosome	NW_025226541.1	unplaced-scaffold	17022			scaffold9114
GCA_018294505.1	Primary Assembly	Un			JAGHKL010001485.1	Chromosome	NW_025226542.1	unplaced-scaffold	16890			scaffold81339
